ds,yhat,yhat_lower,yhat_upper
2023-09-03,2189.0876828537903,1902.7260438708688,2441.2271592359775
2023-09-04,2242.341433725505,1990.7946781313424,2512.8420221888678
2023-09-05,2243.0789008423303,1985.1700410457063,2492.495865804318
2023-09-06,2196.701206369144,1916.459848763475,2460.5994461303726
2023-09-07,2248.28954226788,1979.484778333896,2491.4724628424865
2023-09-08,2236.413073759627,1956.097767479156,2502.0187861526533
2023-09-09,2271.6995586406256,2021.5584344381562,2519.2310361815235
2023-09-10,2206.6681735691127,1933.2483386761287,2452.046898153342
2023-09-11,2244.9777314909625,1951.0006498424846,2509.8368389724205
2023-09-12,2259.6646912068677,1999.0087858349718,2507.5755446149633
2023-09-13,2224.446537452606,1965.7243097000207,2496.9356017097534
2023-09-14,2275.8271465324415,2024.7510507873878,2546.999446600926
2023-09-15,2256.8372196695022,2013.6199679874692,2520.804530612437
2023-09-16,2277.705409557361,2015.3877003879663,2540.678152370017
2023-09-17,2216.2678630416704,1954.2184929930468,2495.1449012678336
2023-09-18,2242.575870780043,1974.344185304628,2510.280849689648
2023-09-19,2252.658143285887,1998.8066062020223,2515.8029435191434
2023-09-20,2205.7359452599985,1955.445805127878,2471.411108217619
2023-09-21,2239.9595822463198,1983.148732826853,2521.6754787434024
2023-09-22,2271.0724752072892,1994.454097726057,2525.582251800891
2023-09-23,2283.8729378476237,2004.98148456434,2529.491207423763
2023-09-24,2216.076989825505,1960.2308971165976,2482.0988472851022
2023-09-25,2246.9049400755416,1986.5399097130185,2533.4990080951898
2023-09-26,2231.9996229516564,1955.6163570253277,2512.1653787030045
2023-09-27,2219.367633104092,1967.2127357788925,2456.2647394196756
2023-09-28,2276.9161387352433,1984.539235933987,2542.044239690119
2023-09-29,2254.4198165628177,1981.1937284781382,2523.984312351563
2023-09-30,2268.002332642191,2006.6377120952206,2520.173850086247
2023-10-01,2213.0002403125104,1942.7950370426927,2476.7923110059114
2023-10-02,2269.0013929528664,2014.0798488914495,2520.1940550741842
2023-10-03,2250.7483794173913,1985.3120228055077,2532.8737812585323
2023-10-04,2203.531138570069,1920.3722813129928,2456.720584450214
2023-10-05,2255.9853082167147,1984.0125437269105,2516.814924067867
2023-10-06,2249.8178578230427,1976.9591331630143,2516.0069422344527
2023-10-07,2266.76445847179,1985.3135594249281,2533.688288368441
2023-10-08,2188.751448477936,1920.54104672375,2445.230406558598
